house,district,WSCTOT25,WSCLIB25,WSCCON25,PRETOT24,PREDEM24,PREREP24,WSATOT24,WSADEM24,WSAREP24,WSSTOT24,WSSDEM24,WSSREP24,GOVDEM22,GOVREP22,GOVTOT22,USSDEM22,USSREP22,USSTOT22,PREDEM20,PREREP20,PRETOT20,GOVDEM18,GOVREP18,GOVTOT18,USSDEM18,USSREP18,USSTOT18,PREDEM16,PREREP16,PRETOT16,USSDEM16,USSREP16,USSTOT16,GOVDEM14,GOVREP14,GOVTOT14,PREDEM12,PREREP12,PRETOT12,GOVDEM12,GOVREP12,GOVTOT12,USSDEM12,USSREP12,USSTOT12
wsa,98,30422.3410694416,10421.852635330342,19989.22809655062,41920,13278,28055,40551,11698,28823,NA,NA,NA,10559.484960640277,22965.67094394449,33770.33519329163,9927.714155096724,23745.214865888865,33706.92902098559,12248.333278008298,26684.842213001382,39443.59150760719,8309.038698833321,23081.285424176014,31778.66586774153,10124.532890627608,21459.317184030217,31598.850074657825,9224.692445916717,22845.05590310877,34003.88813548992,8544.580676581907,24999.07915698476,34204.30871575043,6668.552947346013,22410.77117566333,29289.3827918367,9800.134109231212,24508.189606159736,34654.49214044595,7115.312069089902,23604.07322512541,30817.65000953378,9583.537115589708,23823.711841943845,34292.69674665388
wsa,99,30340,10844.000000000002,19481,41608,13863,27129,32962,NA,32132,NA,NA,NA,11216,22171,33663,10562,22966,33597,13098.0375,26041.4875,39761.9875,8738.359710177867,22933.656190151003,32078.98468128729,10508.716458060584,21390.13249897195,31937.848957032536,9597.55612504642,22753.639229394696,34473.1850077727,8741.845833619116,25119.34717972728,34541.23116703538,6769.851782671339,22390.322453226003,29404.32885755473,9760.43906074676,24418.68316404395,34500.93742921931,7177.031404401492,22822.23301702433,30136.039243853073,9316.397592769565,23952.48248930392,34062.82206534685
wss,1,78559.43763808603,35199.51680908647,43322.14006235532,114756,44924,68197,111833,41114,70643,NA,NA,NA,36473.86126942594,52341.70702071713,89807.11202792823,34662.76413045763,54878.29925059569,89662.46224735743,42479.08493150685,64127.546575342465,108317.30958904108,33544.68463228917,50267.59890796686,85232.10288084479,39913.59054801297,44850.82495316568,84808.41550117866,34918.488174528844,54064.45344209714,94492.9281596754,33907.36310966464,56951.391674020146,94127.05066999908,28648.27901428905,48817.06993082334,78238.41530843527,43316.694836554685,50027.42584122402,94534.28252183826,28427.334888295012,51912.52322881299,80770.78745014512,42116.87450230123,48047.957715791,93164.23165457822
wss,10,72924,33479,39365,109788,42448,65008,107034,41037,65907,106899,40158,66652,33637.38197424893,45355.63519313305,80095.03433476394,32156.330472103004,47797.70386266094,80039.03433476394,41495,59008,102888,32195.99948802845,40819.99939277793,75206.99886890006,36807.99940468425,37982.99944040319,74831.99884508744,33443.00674780748,49275.00807337125,89301.01594595329,34572.00767137289,50023.00756430697,87758.01599344482,26779.999499934765,36818.99953565371,64474.99903558847,40714.08919388413,45344.079480019514,87510.17202064792,26343.05716672083,39073.079039838245,65739.13864704652,40326.08604273646,43384.07894541905,85970.17097462178
wss,11,73555,30125,43376,107659,38027,68086,104594,34113,65581,NA,NA,NA,30133.50494271243,49956.93824350976,81205.39523673044,28812.04727221451,52064.880529299146,81106.9801435446,37413,63698,102876,28046.158373061793,48817.177674866776,78741.34005892917,33237.18376809055,44877.154103020104,78246.3386003835,29319.21336979544,52101.19860371963,87052.43855245152,28990.200080327213,54689.22001452956,86554.43707584395,22617.095106994075,44616.13811016627,68003.2343110696,35966.49511315052,51599.40729491587,88636.91603503385,24338.264968811443,46601.308877928765,71315.57536084771,34621.466345108136,49275.38155508848,87013.89786574391
wss,12,75331,29732,45542,113252,39424,72384,110336,35825,74366,109936,35628,74162,32829,55895,89951,31136,58433,89726,38908.036869340234,67786.1151358344,108131.54010349288,31375.75794032829,52844.973514302634,86526.97293143095,38412.69612677362,47353.28915820738,85829.00065218571,32965.06790213618,58713.04775595352,96499.6784774385,34170.20669710309,56904.096392858184,94975.5481528907,30083.51152210825,47045.47133796717,78090.07807695835,45489.753420655536,51557.64759363152,98257.38058123704,30661.75165253378,49575.97754709279,80872.67546652157,44371.21749500346,48068.7834549668,95948.20350905086
wss,13,67777.3018771544,26332.05307815887,41434.58330603778,100708,34081,65085,96999,30521,66406,NA,NA,NA,27577.905882429903,49904.11297510173,78432.53603904175,26595.52589132682,51401.98454292107,78055.25290000132,33846,61987,97397,27979.990649033574,46202.98415918374,75632.97452908398,32612.98953250027,42252.985275717045,74904.97480821732,28422.98185779392,52709.964392535825,86333.94327175859,30018.98104545633,53119.96398636703,85965.94340714818,25961.990858383568,45617.98360091708,72383.97424995065,38522.59692618776,49439.609172538425,89073.19799349985,28089.741621393216,48492.65131890733,77156.39715839108,36510.61388960883,48536.61843800034,87694.21664866866
wss,14,72967.48533109808,42754.52263202012,30179.799664710812,105570,52788,51050,101969,50026,51865,102733,52483,50149,44357.817444219065,36136.1967545639,81398.01419878296,42348.12576064909,38706.41176470588,81176.53752535497,51405,47458,100492,43721.05777098382,33960.059651624964,79363.11891491547,47126.06230008377,31997.055964090272,79183.11848108785,41459.11834734571,39406.14193852683,86314.27396544596,45481.13090019916,37895.13549509984,85897.27101883083,37108.05936279952,32787.05720519902,70825.11928351819,51736.935718581786,35257.070082856706,88011.0481883269,37697.16355351093,36117.08124428428,74349.262113744815,47974.80498187568,36937.07733370067,86915.96665844835
wss,15,61864,38056,23755,94331,50042,42763,84126,53935,29260,NA,NA,NA,40719,28479,70056,38930,30655,69756,49921.76046511628,39262.02790697674,90843.06046511629,42985.70306512006,29067.99406580799,73949.00436675944,46125.27913230391,27360.667627737148,73569.94676004106,43173.01936529329,34404.925178395446,83512.65663357463,46042.50567058122,33824.66465770548,82551.51768920665,35087.20380689407,27429.20677399007,63529.54499656037,53719.0916879818,33469.07987576733,88312.3247067431,37562.747432812634,29267.35212997881,67401.23568989718,51039.80241788211,33073.198986984855,86715.22261141379
wss,16,84414.5642855964,60001.265113320886,24353.127699600394,113391,72492,39048,101194,71841,28728,85189,82828,NA,60563.68226915337,28661.420942498968,90030.58782218434,58759.302835718554,30772.22994270397,89740.84439254191,68099.94877701503,36391.86070820457,106342.5516831902,54629.67838306748,29318.09236913184,85386.38360515365,57565.03022582377,27439.43531845001,85112.4680518356,53757.54728507552,31395.32313381024,91178.8779351448,55404.85801965639,32708.636911898346,90178.4716123948,44200.046770660265,30017.534092438204,75056.38284550974,56894.80032956234,33433.269476814574,91318.8973179699,45365.40135643761,32963.68978443306,78801.62646221131,53962.34695911036,34722.270164585185,90338.6413529027
wss,17,74857,44121,30685,104667,52045,50964,101792,48488,53224,NA,NA,NA,45258,35573,81821,42913,38557,81638,51553,46412,99697,44029,33303,78951,47955,30471,78473,43994,39449,89490,47732,38486,88653,38555,32903,72465,53815.51854407647,35115.70879749043,90159.67707907363,38281.23350288199,36462.27553962055,75286.34390893487,49801.50188798901,36789.10686368733,88767.00539020977
wss,18,61523.06232739191,37553.991586904005,23937.070740487907,91318,48875,40917,88799,47121,41594,88032,46878,41079,39756.72465376297,30472.098222961435,71180.1142901848,38339.92578034019,32423.7919288346,70888.70200643573,48553.97677419355,40789.66322580645,91484.13161290322,38884.85894481012,33487.84982659658,74328.52450850945,43258.12728549628,30681.0223560824,74022.14964157868,41738.30694138487,39392.21569513904,88031.81566038153,40605.91099420637,43155.694845123355,87444.55828802353,32253.443786261363,34308.79768587445,67701.84195813564,49003.63918017471,38577.56371525544,89437.8923141457,32549.533052603645,36425.1460645178,69486.84965836986,45906.26583789951,38318.20039566702,87685.8735034796
wss,19,77302.9376726081,32141.008413096,45139.92925951209,112701,41027,70091,109574,37801,68442,NA,NA,NA,33492.82429728599,54311.41576305255,88730.41717834667,31682.483310568896,56673.69758165492,88453.19659496288,39402.02322580645,66413.33677419355,107703.86838709678,31289.844827586207,51296.74137931035,84087.75862068965,36546.51724137931,47112.620689655174,83708.13793103448,31140.125260369303,55679.03621048969,92160.79309936689,30489.56426333896,57845.47094892307,91540.03970777708,27263.310344827587,48373.8275862069,76449.53448275862,40149.71097269041,51634.94795189096,93027.06906797476,27713.235072762556,51142.605782765946,79379.77201803794,38406.92499105533,50123.247048610196,91524.98096623512
wss,2,70565.27461813454,29018.246668833282,41518.027949301264,108395,38650,68325,104910,36235,68611,105459,37430,67979,30786.375644445605,50599.834214443144,82360.0664798802,29085.80337958953,52979.61182232293,82159.08045614975,36877.51278600269,63956.66352624495,102371.8532974428,28909.823785899174,47593.985681109545,77894.6803565148,33925.92702135232,43456.72091559505,77428.6478808718,29255.068667394386,53147.91235204964,87204.37491218386,28776.232749017065,54327.3193112534,86179.2983412315,24486.06679322081,43895.28911031742,69119.30255746754,38421.49486819227,46169.2899519029,85606.63243876335,24568.357350472637,46130.70768575144,71107.00131478174,37394.74675753195,43836.64198631499,83966.94110070284
wss,20,75167.84072502892,26647.495564982644,48499.09949865021,108763,34829,72400,105145,31608,73445,105092,31434,73552,27715.626185958256,58376.82985452245,86900.27387729286,26559.58127767236,60154.05629348513,86766.6375711575,33598.6667219917,70432.15778699862,105653.4084923928,25172.961301166677,57296.71457582398,83722.33413225847,30171.467109372392,52842.68281596978,83055.14992534218,27573.307554083283,60748.94409689123,94000.11186451008,26924.419323418093,64505.92084301524,94021.69128424958,22001.447052653988,56839.22882433667,79518.6172081633,33414.176298095525,62443.99059586405,96959.38758187296,23772.410208656536,59367.796689956085,83597.2113191172,32223.600704196648,60461.24118879204,95386.00733470437
wss,21,68098.12262969249,37655.819419115105,30398.021655957433,99982,49550,48319,82256,35571,44781,NA,NA,NA,39279.86796854565,36731.89791452545,76767.96534659389,37993.05040397634,38602.55409704202,76764.83326778209,49970,47688,99201,38741,42446,82854,43770,38481,82375,41679,42782,89813,39964,47262,89353,32726,42005,75567,48044,47635,96628,36042,44262,80746,46446,45982,94701
wss,22,57269.877370307506,34023.180580884895,23188.978344042567,89799,47606,40787,85994,46650,39168,65347,62270,NA,36346.62708874192,28219.1638419648,65378.63941667567,35627.90232380915,29563.56537365884,65349.186588673314,48315,39136,89040,40164.89936034846,28918.913581168792,71069.80893051665,43824.88513952814,26683.925978807023,70622.81038906233,41865.78663020456,32382.801396280367,78765.56144754848,41360.79991967279,34293.77998547044,78173.56292415605,33181.936553263164,27059.92707271628,61003.86253207019,52351.50488684948,33203.59270508413,86608.08396496615,36670.73503118856,28217.69112207123,65346.4246391523,50194.533654891864,31621.618444911524,84715.10213425609
wss,23,66914.27741935484,24718.452903225807,42168.90967741935,99125,30755,66217,96458,27135,68214,NA,NA,NA,25919.041773640776,49009.41770500989,76112.88294154443,24140.41347837533,51525.203284215815,75761.43330732947,30693.66349861024,62105.07188328573,94495.64417005032,26216.881256203007,44464.11786552876,71902.3941664668,31600.388308938804,39857.799370785055,71489.18767972385,27008.705364749087,53112.090250751666,84490.65846390884,30160.974319526216,50006.78698980669,83596.96159843079,24716.130448021635,41394.81588833495,66954.6438587241,38643.26340473177,44700.28693087466,84623.23721352736,24510.73195499212,44809.007434968255,69947.79914122033,38155.16072425499,41747.142052245894,83092.61894914784
wss,24,68407,34250,34117.00000000001,101050,42926,56247,98474,40664,57753,98341,40599,57695,35579,40481,77151,33756,43151,77050,41604,52699,96006,36198.988075973015,39759.97349266789,77737.96117280956,41026.98775157956,36299.973445042626,77414.96119662219,36685.96619120751,45857.91792552107,87999.88067295693,38982.95858446856,44194.926286957154,86829.88185831867,32979.98582150959,35792.975796218045,69834.959986777,47872.07423917385,40490.89321302124,89764.93994016414,33349.2580559768,37346.989868347504,71423.22988482393,45674.12343162087,39149.89862213898,87603.9547460651
wss,25,75448,36493,38925,110663,46977,62028,107441,45614,61758,NA,NA,NA,38747.77782909931,43910.244341801386,83706.99722863741,37369.81847575058,46312.18429561201,83750.99907621247,47003,57135,105724,38469,39611,79872,42362,36997,79383,39110,49010,93506,41120,47684,91738,34947,34043,69731,51071,41703,94248,37364,36262,74130,50616,39854,92318
wss,26,88231.64850615113,79975.15917650012,8193.489329651016,111326,92968,16323,95295,93837,NA,96021,94495,NA,81024.59440419766,10558.269327835413,92117.86193999097,80484.04551230554,11634.373749669085,92294.3651821018,88961.74355578491,13919.000501380437,104509.01283541392,80615.59700963719,13940.128694759347,96499.19622715793,82854.37657695854,13373.02582871471,96397.321049514,81918.21351160748,14740.723911202846,103701.42372635196,81744.26938752376,18385.276251531785,102284.53986615078,65164.351710209,15560.46627746615,81823.63331904521,80339.26158967848,18352.707750227524,100844.84447314248,63875.21707227005,14237.014364732133,78591.51262215967,77541.9574312953,19873.79993906503,99267.358039182
wss,27,97637,79336,18241,121736,91653,27859,105962,93713,11038,NA,NA,NA,80622,21371,102698,78659,23659,102554,87865.54720208378,26635.110883438247,116481.37501627958,72656.98555815642,24203.76817404631,98542.36231521991,75439.27507606593,22759.857099845,98317.21080759454,70891.14569485367,23753.993523163437,101112.92464341968,71697.28755404512,27487.387037884924,100789.35536030948,57370.36216960924,26290.776718117715,84477.38628305035,68578.85612270462,29950.596074466244,99713.11507059046,57759.52234783675,28665.99267120864,86850.70715647783,65698.02502763295,31430.9759787908,98712.68928607504
wss,28,82941.46943765282,34621.45232273839,48272.73960880196,115594,44183,69682,111500,40285,71080,111811,41170,70543,35970.350485383184,56243.35601425546,92985.056115602,34001.081522148175,58512.88029366705,92719.22892223342,43052,68164,113125,31386.748757667105,60436.61092007619,93220.40570528884,36459.99815098641,56093.36236737095,92685.36949706724,34218.39834698303,60299.54759812184,101136.59262500948,31854.77842330314,66936.58653559162,100888.57495724822,24439.140308056147,60313.68664836248,85394.84255242161,36347.44655991679,67563.24690435409,104958.01706544263,26637.178968954264,62934.90656183006,89916.26516125561,34854.63197857046,65560.72744714702,102846.29645524232
wss,29,70202,31469.000000000004,38692,102883,40812,60641,100479,37522,62852,NA,NA,NA,33062,46495,80578,31476,48769,80378,40221.963130659766,58542.884864165586,100439.45989650712,31954.24205967171,47498.026485697366,80995.02706856905,38274.30387322638,42242.71084179262,80588.9993478143,34776.93209786382,50930.95224404648,90938.3215225615,36413.79330289691,50467.903607141816,90251.4518471093,28523.48847789175,44544.52866203283,73867.92192304165,43077.246579344464,47229.35240636848,91494.61941876296,29108.24834746622,46682.02245290721,76365.32453347843,42354.78250499654,44511.2165450332,89870.79649094914
wss,3,35449,25785,9634,61698,38631,21659,56329,39450,16523,NA,NA,NA,28241.073011734028,12718.143415906128,41456.14863102999,27801.627118644068,13743.481095176012,41662.25684485007,40208,19676,60900,33115.18322244779,15782.342963028346,50104.56734103953,35588.25867431403,14123.301807464944,49825.56734103954,37624.03613629832,17675.596443966177,58759.776549497714,36072.01556926501,19326.67871209944,57273.74912678663,25786.857407570864,16379.26751116211,42743.1386372541,43364.83588174563,20250.35582515552,64332.203436471435,29379.602958129948,18695.78999235277,48441.34055496518,39372.62691185358,20146.685741106976,61198.29253871659
wss,30,59571.28774377942,34252.23652208025,25280.83198834342,90371,46069,42830,87070,44403,42573,88106,46247,41773,36297.17034976877,31287.035174305965,68433.30132309513,34828.027636331884,33239.60930359752,68234.56434481173,45124.40228249046,42251.78989841258,89134.8371135161,36392.73544217727,35187.68746833949,73402.74394766787,41053.76924449143,31823.689477137745,73015.45877770476,37824.88872461606,39233.11106224714,82855.6737447016,36119.81596495836,42220.83102869584,81669.63391283216,28491.854094603335,34540.88127753352,63861.72531716069,44703.87263056112,39148.26308316952,84966.03413683754,29117.740615581835,37249.49314878613,66878.26621358407,42673.54282803584,37508.43476469858,82777.84281849436
wss,31,71256.72258064516,42030.54709677419,29181.090322580647,104240,52455,50186,101360,51094,50146,NA,NA,NA,42365.5762521103,35143.94710185706,78458.08272369162,39992.25604952167,37481.09285312324,77621.53235790659,48552.33650138976,45340.92811671427,95978.35582994968,41149.11874379699,35414.88213447124,78560.6058335332,46012.6116910612,32130.200629214945,78218.81232027615,42334.295634266346,40506.9116727214,89567.34474148537,43150.02684717036,41771.21481844179,88336.04159576498,33345.869551978365,33275.18411166505,67574.3561412759,49033.54005982189,38591.67863224218,89084.55500985277,32627.940358715234,34181.84979606145,67414.74587737516,46457.60401041849,38072.81589456588,87445.16553730308
wss,32,70002,41521,28468.000000000004,102908,52043,49371,100912,51512,49373,100857,52776,48058,43188,34684,78912,41115,37675,78945,50762,44685,97297,43065,35508,80463,48502,31591,80108,43384,39746,89602,44612,40580,88302,35328,32952,69221,50756.931994896826,37106.93738508095,89328.86644002785,34142.95555850173,34353.9357138397,69098.88960110019,47239.933333683155,37866.93658898247,87759.86684256041
wss,33,92606.8716317888,32250.400312591963,60316.48848774868,126425,41050,83533,115018,23709,90398,NA,NA,NA,33404.82930026292,68719.75584960487,102943.34462725389,31416.74717396465,71160.61109230397,102751.94788891012,38883.3332780083,80342.84221300138,121032.59150760718,26694.03836969606,70443.28438087301,98346.66446735564,31810.532505599116,65889.31618730324,97789.84868979728,29160.69172516426,69518.05384200964,105138.8851829338,26745.58004434291,76677.07688092437,105447.30575687192,21123.55268962533,69006.7701540958,90783.38150633834,30075.13383303034,75320.80052894862,106413.58916220252,22497.586010132243,71907.27679973905,94755.82851384336,29032.912204233704,73634.5843428128,105151.07932039582
wss,4,49443.84551931008,42578.01424821897,6816.831271091114,80849,67190,12223,68724,63665,NA,68276,67215,NA,49219,8390,58131,49610,8946,58659,68621.39803069839,12501.128961118884,82273.08629313146,58700.845866628355,11976.912468716668,71765.08585196074,61159.84273898286,10583.177708159692,71848.19963808234,67795.31700780855,11965.782342809667,82902.04548710202,65114.47634648882,14895.456970366427,81502.3894899821,59130.92818964424,13886.618914866434,73656.62247279774,82541.36894157066,15842.435186600416,99040.58674069372,64367.58246292095,15451.485030629125,80227.15079538117,77680.71604040473,16690.821184349614,95761.79551836624
wss,5,80414,45605,34758,110673,57419,50929,107292,53775,52265,NA,NA,NA,46925.23216326015,41539.41566417803,89279.78581940575,45055.25834033984,43869.24238474185,89145.49536499199,55048.24121260227,51351.87148678365,108340.68984518084,40476.7768563072,50507.017670862515,92546.5076472595,45444.675962478,46498.53122934239,92121.17934815193,43354.03617083657,49004.4576618736,99701.12667534474,40132.15516953401,57256.24819100875,99518.80369964434,31253.285198199104,54518.41197010783,86579.21281572543,43483.73125299079,60500.73957647783,105071.20597396285,32533.685274170348,57743.79980414534,90742.37584216877,41494.03248288282,59852.34435327934,103478.29042163795
wss,6,48941,42989,5902,80443,66925,11975,70512,65349,4431,70233,69190,NA,49686,7351,57609,50255,7780,58139,68450,10993,80730,59067.81677755221,10419.657036971656,70801.43265896046,61368.74132568597,9524.698192535056,71013.43265896046,67514.96386370168,10436.403556033823,81639.22345050228,64498.98443073499,14054.32128790056,80057.25087321337,59476.14259242914,12011.732488837892,72167.8613627459,84066.83647235508,14474.013071595598,99374.4993602154,64993.10408508634,12732.480487405792,78162.48130671255,79071.68779894542,15362.178007724982,96044.19520285958
wss,7,74453,54186,20213,104920,66143,36427,96668,66123,29663,NA,NA,NA,54901,25761,81455,54015,27325,81520,64327,35438,101802,53390,31426,86875,57847,28473,86520,54256,32766,94002,52942,37166,92800,40611,32178,73874,59220.52904040404,38702.63636363636,99539.22264309764,43224.63468013468,34772.3930976431,78478.09217171717,55975.47895622896,38483.371632996634,97087.01515151517
wss,8,90699.9726862194,49665.63755146804,40984.841133708054,121866,61384,58396,118480,56705,61623,119317,60471,58686,51133.88885340147,49057.49920153306,100955.39092941552,48865.70456723092,51757.728840626,100829.43340785692,58819.36075669934,58168.99955209746,118952.2238616877,41360.571115124345,57077.36872761206,99780.85320643098,47483.41462496253,51763.849610026824,99364.10391211322,45235.249195124314,53143.214458294024,105736.23816509986,40711.59069291302,63315.71057909359,105912.23481200384,31175.614901563953,58809.21830534824,90694.22660141376,42274.215974668485,64774.08821972013,108113.84928336284,32247.721141620532,62082.58603528462,94648.2683544308,40346.622527703395,64052.38933328258,106606.61448414506
wss,9,70091,32570.999999999996,37471,101068,41838,57676,98386,39149,59106,NA,NA,NA,33557,44799,79389,32022,46978,79174,40830,55688,98381,31725.052367238062,45781.136736677174,78945.18968577344,37373.06865926769,41017.12160836395,78491.19026763164,34739.12223170653,47931.271237977344,89208.41442369072,33822.1129188146,51052.29219198418,88169.41908013668,28096.045966797858,45673.13440924437,74647.18037604223,43974.35344576774,48356.286312804776,93441.652819552,28660.32324842858,49464.09068415981,78636.42106210656,41567.3753400482,47150.255049259744,91881.66649232828
